Format:,1.0,,Num Col:,36,,Alt units:,feet,,Vel units:,feet/sec,,Acc units:,G's,,Dist units:,feet,,,,,,,,,,,,,,,,,,,
Launch Date:,,"Mon Apr 20 2026",,,,,,,Device Type:,,Receiver,,,,,,,Booster Burnout:,,4.63,sec,,Apogee:,,27.2,sec,,,,,,,,,
Flyer's name:,,"",,,,,,,Serial Number:,,Mx220D0633,,,,,,,Stage-2 Ignition:,,NA,sec,,Apogee Deploy:,,27.2,sec,,,,,,,,,
Rocket name:,,"A",,,,,,,Firmware:,,7.10.0.24,,,,,,,Stage-2 Burnout:,,NA,sec,,Main Deploy:,,123.4,sec,,,,,,,,,
Motor:,,"",,,,,,,Gyro Data Available:,,No,,,,,,,Stage-3 Ignition:,,NA,sec,,Touch Down:,,200.0,sec,,,,,,,,,
Launch site:,,"",,,,,,,,,,,,,,,,Stage-3 Burnout:,,NA,sec,,User Defined:,,NA,sec,,,,,,,,,
Comment:,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight,Acc,Acc,Acc,Baro,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,Pyro,Pyro,Pyro,Gyro,Roll,Pitch,Yaw,Roll,Roll,Quat,Quat,Quat,Quat,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,External,External,Real Time,tilt,rate,rate,rate,angle,angle_UW,W,X,Y,Z,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,Input-1,Input-2,Status Bits,degress,deg/sec,deg/sec,deg/sec,degrees,degress,unitless,unitless,unitless,unitless,feet,dBm
135.40,-0.988281,0.00,12419.00,NA,1666.00,2112.00,36.77,0.033,-26.00,26.00,304,135.00,40.82112500,-73.98027000,10,6,23,30,59.00,64685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6842,-41
135.60,-1.003906,0.00,12419.00,NA,1661.00,2107.00,36.77,0.033,-26.00,26.00,304,135.00,40.82113333,-73.98028500,10,6,23,30,59.20,64705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6845,-41
136.00,-1.003906,0.00,12419.00,NA,1650.00,2096.00,36.77,0.033,-26.00,26.00,304,135.00,40.82115000,-73.98031667,12,6,23,30,59.60,64745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6853,-41
136.20,-1.035156,0.00,12419.00,NA,1645.00,2091.00,36.77,0.033,-26.00,26.00,304,135.00,40.82115833,-73.98033333,12,6,23,30,59.80,64765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6857,-41
136.40,-1.019531,0.00,12419.00,NA,1640.00,2086.00,36.77,0.033,-26.00,26.00,304,135.00,40.82116500,-73.98034833,12,6,23,31,0.00,64785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6861,-41
136.60,-1.019531,0.00,12419.00,NA,1635.00,2081.00,36.77,0.033,-26.00,26.00,304,135.00,40.82117333,-73.98036333,12,6,23,31,0.20,64805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6864,-41
137.00,-0.988281,0.00,12419.00,NA,1624.00,2070.00,36.77,0.033,-26.00,26.00,304,135.00,40.82119000,-73.98039500,12,6,23,31,0.60,64845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6872,-41
137.20,-1.003906,0.00,12419.00,NA,1619.00,2065.00,36.77,0.033,-26.00,26.00,304,135.00,40.82119667,-73.98041000,11,6,23,31,0.80,64865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6875,-41
137.40,-1.003906,0.00,12419.00,NA,1614.00,2060.00,36.77,0.033,-26.00,26.00,304,135.00,40.82120500,-73.98042667,11,6,23,31,1.00,64885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6882,-41
137.60,-1.003906,0.00,12419.00,NA,1609.00,2055.00,36.77,0.033,-26.00,26.00,304,135.00,40.82121333,-73.98044167,12,6,23,31,1.20,64905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6886,-41
138.00,-1.003906,0.00,12419.00,NA,1598.00,2044.00,36.77,0.033,-26.00,26.00,304,135.00,40.82123000,-73.98047333,12,6,23,31,1.60,64945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6893,-41
138.20,-1.035156,0.00,12419.00,NA,1593.00,2039.00,36.77,0.033,-26.00,26.00,304,135.00,40.82123667,-73.98048833,12,6,23,31,1.80,64965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6897,-41
138.40,-0.972656,0.00,12419.00,NA,1588.00,2034.00,36.77,0.033,-26.00,26.00,304,135.00,40.82124500,-73.98050500,11,6,23,31,2.00,64985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6902,-41
138.60,-1.019531,0.00,12419.00,NA,1583.00,2029.00,36.77,0.033,-26.00,26.00,304,135.00,40.82125333,-73.98052000,12,6,23,31,2.20,65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6905,-41
139.00,-1.003906,0.00,12419.00,NA,1572.00,2018.00,36.77,0.033,-26.00,26.00,304,135.00,40.82126833,-73.98055167,12,6,23,31,2.60,65045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6913,-41
139.20,-1.003906,0.00,12419.00,NA,1567.00,2013.00,36.77,0.033,-26.00,26.00,304,135.00,40.82127667,-73.98056667,12,6,23,31,2.80,65065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6917,-41
139.40,-0.988281,0.00,12419.00,NA,1562.00,2008.00,36.77,0.033,-26.00,26.00,304,135.00,40.82128500,-73.98058333,11,6,23,31,3.00,65085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6921,-41
139.60,-0.988281,0.00,12419.00,NA,1557.00,2003.00,36.77,0.033,-26.00,26.00,304,135.00,40.82129333,-73.98059833,11,6,23,31,3.20,65105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6925,-41
140.00,-0.988281,0.00,12419.00,NA,1546.00,1992.00,36.77,0.033,-26.00,26.00,304,135.00,40.82130833,-73.98063000,11,6,23,31,3.60,65145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6932,-41
140.20,-1.003906,0.00,12419.00,NA,1541.00,1987.00,36.77,0.033,-26.00,26.00,304,135.00,40.82131667,-73.98064500,11,6,23,31,3.80,65165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6936,-41
140.40,-1.003906,0.00,12419.00,NA,1536.00,1982.00,36.77,0.033,-26.00,26.00,304,135.00,40.82132500,-73.98066000,11,6,23,31,4.00,65185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6940,-41
140.60,-1.003906,0.00,12419.00,NA,1531.00,1977.00,36.77,0.033,-26.00,26.00,304,135.00,40.82133333,-73.98067667,11,6,23,31,4.20,65205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6944,-41
141.00,-1.003906,0.00,12419.00,NA,1520.00,1966.00,36.77,0.033,-26.00,26.00,304,135.00,40.82134833,-73.98070833,12,6,23,31,4.60,65245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6952,-41
141.20,-0.972656,0.00,12419.00,NA,1515.00,1961.00,36.77,0.033,-26.00,26.00,304,135.00,40.82135667,-73.98072333,12,6,23,31,4.80,65265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6955,-41
141.40,-1.003906,0.00,12419.00,NA,1510.00,1956.00,36.77,0.033,-26.00,26.00,304,135.00,40.82136500,-73.98073833,11,6,23,31,5.00,65285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6959,-41
141.60,-1.019531,0.00,12419.00,NA,1505.00,1951.00,36.77,0.033,-26.00,26.00,304,135.00,40.82137333,-73.98075500,12,6,23,31,5.20,65305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6964,-41
142.00,-1.003906,0.00,12419.00,NA,1494.00,1940.00,36.77,0.033,-26.00,26.00,304,135.00,40.82138833,-73.98078500,12,6,23,31,5.60,65345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6971,-41
142.15,-0.988281,0.00,12419.00,NA,1490.00,1936.00,36.77,0.033,-26.00,26.00,304,135.00,40.82139500,-73.98079667,11,6,23,31,5.80,65360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6974,-41
142.40,-0.988281,0.00,12419.00,NA,1484.00,1930.00,36.77,0.033,-26.00,26.00,304,135.00,40.82140500,-73.98081667,12,6,23,31,6.00,65385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6979,-41
142.60,-0.972656,0.00,12419.00,NA,1479.00,1925.00,36.77,0.033,-26.00,26.00,304,135.00,40.82141167,-73.98083333,12,6,23,31,6.20,65405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6983,-41
143.00,-1.003906,0.00,12419.00,NA,1468.00,1914.00,36.77,0.033,-26.00,26.00,304,135.00,40.82142833,-73.98086333,12,6,23,31,6.60,65445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6991,-41
143.20,-1.003906,0.00,12419.00,NA,1463.00,1909.00,36.77,0.033,-26.00,26.00,304,135.00,40.82143667,-73.98088000,12,6,23,31,6.80,65465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6995,-41
143.40,-1.003906,0.00,12419.00,NA,1458.00,1904.00,36.77,0.033,-26.00,26.00,304,135.00,40.82144500,-73.98089500,11,6,23,31,7.00,65485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6999,-41
143.60,-1.003906,0.00,12419.00,NA,1453.00,1899.00,36.77,0.033,-26.00,26.00,304,135.00,40.82145167,-73.98091000,12,6,23,31,7.20,65505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002,-40
144.00,-1.003906,0.00,12419.00,NA,1442.00,1888.00,36.77,0.033,-26.00,26.00,304,135.00,40.82146833,-73.98094167,12,6,23,31,7.60,65545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7011,-41
144.20,-0.988281,0.00,12419.00,NA,1437.00,1883.00,36.77,0.033,-26.00,26.00,304,135.00,40.82147667,-73.98095667,11,6,23,31,7.80,65565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7015,-41
144.40,-1.003906,0.00,12419.00,NA,1432.00,1878.00,36.77,0.033,-26.00,26.00,304,135.00,40.82148333,-73.98097333,11,6,23,31,8.00,65585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7018,-40
144.60,-1.003906,0.00,12419.00,NA,1427.00,1873.00,36.77,0.033,-26.00,26.00,304,135.00,40.82149167,-73.98098833,11,4,23,31,8.20,65605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7022,-41
144.95,-0.988281,0.00,12419.00,NA,1418.00,1864.00,36.77,0.033,-26.00,26.00,304,135.00,40.82150667,-73.98101667,11,4,23,31,8.60,65640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7030,-41
145.20,-0.988281,0.00,12419.00,NA,1411.00,1857.00,36.77,0.033,-26.00,26.00,304,135.00,40.82151667,-73.98103500,11,4,23,31,8.80,65665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7035,-41
145.35,-0.988281,0.00,12419.00,NA,1407.00,1853.00,36.77,0.033,-26.00,26.00,304,135.00,40.82152167,-73.98104667,11,4,23,31,9.00,65680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7037,-41
145.55,-1.019531,0.00,12419.00,NA,1402.00,1848.00,36.77,0.033,-26.00,26.00,304,135.00,40.82153000,-73.98106333,11,4,23,31,9.20,65700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7042,-41
146.00,-1.003906,0.00,12419.00,NA,1390.00,1836.00,36.77,0.033,-26.00,26.00,304,135.00,40.82154833,-73.98109833,11,4,23,31,9.60,65745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7051,-41
146.15,-1.003906,0.00,12419.00,NA,1386.00,1832.00,36.77,0.033,-26.00,26.00,304,135.00,40.82155333,-73.98111000,11,4,23,31,9.80,65760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7054,-41
146.35,-0.988281,0.00,12419.00,NA,1381.00,1827.00,36.77,0.033,-26.00,26.00,304,135.00,40.82156167,-73.98112500,11,4,23,31,10.00,65780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7058,-41
146.55,-0.988281,0.00,12419.00,NA,1376.00,1822.00,36.77,0.033,-26.00,26.00,304,135.00,40.82157000,-73.98114167,11,4,23,31,10.20,65800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7062,-41
146.95,-0.972656,0.00,12419.00,NA,1366.00,1812.00,36.77,0.033,-26.00,26.00,304,135.00,40.82158500,-73.98117167,11,4,23,31,10.60,65840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7070,-41
147.20,-1.003906,0.00,12419.00,NA,1359.00,1805.00,36.77,0.033,-26.00,26.00,304,135.00,40.82159500,-73.98119167,12,4,23,31,10.80,65865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7075,-41
147.40,-1.003906,0.00,12419.00,NA,1354.00,1800.00,36.77,0.033,-26.00,26.00,304,135.00,40.82160333,-73.98120667,12,4,23,31,11.00,65885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7079,-41
147.60,-0.988281,0.00,12419.00,NA,1349.00,1795.00,36.77,0.033,-26.00,26.00,304,135.00,40.82161167,-73.98122333,13,4,23,31,11.20,65905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7083,-41
148.00,-0.988281,0.00,12419.00,NA,1338.00,1784.00,36.77,0.033,-26.00,26.00,304,135.00,40.82162667,-73.98125500,13,4,23,31,11.60,65945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7091,-41
148.20,-0.988281,0.00,12419.00,NA,1333.00,1779.00,36.77,0.033,-26.00,26.00,304,135.00,40.82163500,-73.98127000,14,4,23,31,11.80,65965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7095,-41
148.40,-1.019531,0.00,12419.00,NA,1328.00,1774.00,36.77,0.033,-26.00,26.00,304,135.00,40.82164333,-73.98128500,13,4,23,31,12.00,65985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7099,-41
148.60,-1.019531,0.00,12419.00,NA,1323.00,1769.00,36.77,0.033,-26.00,26.00,304,135.00,40.82165167,-73.98130167,12,4,23,31,12.20,66005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7104,-41
149.00,-0.988281,0.00,12419.00,NA,1312.00,1758.00,36.77,0.033,-26.00,26.00,304,135.00,40.82166667,-73.98133167,12,4,23,31,12.60,66045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7111,-41
149.20,-1.003906,0.00,12419.00,NA,1307.00,1753.00,36.77,0.033,-26.00,26.00,304,135.00,40.82167500,-73.98134833,11,4,23,31,12.80,66065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7116,-41
149.40,-1.019531,0.00,12419.00,NA,1302.00,1748.00,36.77,0.033,-26.00,26.00,304,135.00,40.82168333,-73.98136333,11,4,23,31,13.00,66085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7120,-41
149.60,-1.003906,0.00,12419.00,NA,1297.00,1743.00,36.77,0.033,-26.00,26.00,304,135.00,40.82169167,-73.98138000,12,4,23,31,13.20,66105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7124,-41
150.00,-0.972656,0.00,12419.00,NA,1286.00,1732.00,36.77,0.033,-26.00,26.00,304,135.00,40.82170667,-73.98141000,13,4,23,31,13.60,66145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7128,-41
150.20,-1.019531,0.00,12419.00,NA,1281.00,1727.00,36.77,0.033,-26.00,26.00,304,135.00,40.82171500,-73.98142667,14,4,23,31,13.80,66165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7132,-41
150.40,-0.988281,0.00,12419.00,NA,1276.00,1722.00,36.77,0.033,-26.00,26.00,304,135.00,40.82172333,-73.98144167,11,4,23,31,14.00,66185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7136,-41
150.60,-0.972656,0.00,12419.00,NA,1271.00,1717.00,36.77,0.033,-26.00,26.00,304,135.00,40.82173000,-73.98145667,13,4,23,31,14.20,66205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7140,-40
151.00,-0.988281,0.00,12419.00,NA,1260.00,1706.00,36.77,0.033,-26.00,26.00,304,135.00,40.82174667,-73.98148833,14,4,23,31,14.60,66245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7148,-41
151.20,-0.937500,0.00,12419.00,NA,1255.00,1701.00,36.77,0.033,-26.00,26.00,304,135.00,40.82175500,-73.98150500,14,4,23,31,14.80,66265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7153,-41
151.40,-1.003906,0.00,12419.00,NA,1250.00,1696.00,36.77,0.033,-26.00,26.00,304,135.00,40.82176333,-73.98152000,14,4,23,31,15.00,66285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7156,-41
151.60,-1.019531,0.00,12419.00,NA,1245.00,1691.00,36.77,0.033,-26.00,26.00,304,135.00,40.82177000,-73.98153500,14,4,23,31,15.20,66305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7160,-41
152.00,-1.003906,0.00,12419.00,NA,1234.00,1680.00,36.77,0.033,-26.00,26.00,304,135.00,40.82178667,-73.98156667,14,4,23,31,15.60,66345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7168,-41
152.20,-0.988281,0.00,12419.00,NA,1229.00,1675.00,36.77,0.033,-26.00,26.00,304,135.00,40.82179500,-73.98158167,14,4,23,31,15.80,66365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7172,-41
152.40,-0.988281,0.00,12419.00,NA,1224.00,1670.00,36.77,0.033,-26.00,26.00,304,135.00,40.82180167,-73.98159833,13,4,23,31,16.00,66385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7176,-41
152.60,-0.988281,0.00,12419.00,NA,1219.00,1665.00,36.77,0.033,-26.00,26.00,304,135.00,40.82181000,-73.98161333,13,4,23,31,16.20,66405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7180,-41
153.00,-1.003906,0.00,12419.00,NA,1208.00,1654.00,36.77,0.033,-26.00,26.00,304,135.00,40.82182667,-73.98164500,13,4,23,31,16.60,66445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7189,-41
153.20,-1.003906,0.00,12419.00,NA,1203.00,1649.00,36.77,0.033,-26.00,26.00,304,135.00,40.82183500,-73.98166000,13,4,23,31,16.80,66465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7193,-41
153.40,-0.988281,0.00,12419.00,NA,1198.00,1644.00,36.77,0.033,-26.00,26.00,304,135.00,40.82184167,-73.98167667,12,4,23,31,17.00,66485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7197,-41
153.60,-0.988281,0.00,12419.00,NA,1193.00,1639.00,36.77,0.033,-26.00,26.00,304,135.00,40.82185000,-73.98169167,13,4,23,31,17.20,66505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7201,-41
154.00,-0.988281,0.00,12419.00,NA,1182.00,1628.00,36.77,0.033,-26.00,26.00,304,135.00,40.82186667,-73.98172333,14,4,23,31,17.60,66545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7210,-41
154.20,-0.988281,0.00,12419.00,NA,1177.00,1623.00,36.77,0.033,-26.00,26.00,304,135.00,40.82187333,-73.98173833,14,4,23,31,17.80,66565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7213,-41
154.45,-0.988281,0.00,12419.00,NA,1171.00,1617.00,36.77,0.033,-26.00,26.00,304,135.00,40.82188333,-73.98175833,14,4,23,31,18.00,66590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7218,-41
154.65,-1.003906,0.00,12419.00,NA,1165.00,1611.00,36.77,0.033,-26.00,26.00,304,135.00,40.82189167,-73.98177333,14,4,23,31,18.20,66610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7223,-41
155.00,-0.988281,0.00,12419.00,NA,1156.00,1602.00,36.77,0.033,-26.00,26.00,304,135.00,40.82190667,-73.98180167,14,4,23,31,18.60,66645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7230,-41
155.20,-0.988281,0.00,12419.00,NA,1151.00,1597.00,36.77,0.033,-26.00,26.00,304,135.00,40.82191333,-73.98181667,14,4,23,31,18.80,66665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7234,-41
155.45,-1.003906,0.00,12419.00,NA,1145.00,1591.00,36.77,0.033,-26.00,26.00,304,135.00,40.82192333,-73.98183667,14,4,23,31,19.00,66690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7239,-40
155.60,-0.988281,0.00,12419.00,NA,1141.00,1587.00,36.77,0.033,-26.00,26.00,304,135.00,40.82193000,-73.98184833,14,4,23,31,19.20,66705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7242,-41
156.05,-0.988281,0.00,12419.00,NA,1129.00,1575.00,36.77,0.033,-26.00,26.00,304,135.00,40.82194833,-73.98188333,14,4,23,31,19.60,66750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7252,-41
156.20,-1.003906,0.00,12419.00,NA,1125.00,1571.00,36.77,0.033,-26.00,26.00,304,135.00,40.82195333,-73.98189500,14,4,23,31,19.80,66765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7255,-41
156.45,-1.003906,0.00,12419.00,NA,1119.00,1565.00,36.77,0.033,-26.00,26.00,304,135.00,40.82196333,-73.98191500,13,4,23,31,20.00,66790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7260,-41
156.65,-0.988281,0.00,12419.00,NA,1113.00,1559.00,36.77,0.033,-26.00,26.00,304,135.00,40.82197167,-73.98193000,15,4,23,31,20.20,66810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7264,-41
157.00,-0.988281,0.00,12419.00,NA,1104.00,1550.00,36.77,0.033,-26.00,26.00,304,135.00,40.82198500,-73.98195667,15,4,23,31,20.60,66845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7271,-41
157.25,-0.988281,0.00,12419.00,NA,1098.00,1544.00,36.77,0.033,-26.00,26.00,304,135.00,40.82199500,-73.98197667,15,4,23,31,20.80,66870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7277,-41
157.45,-1.003906,0.00,12419.00,NA,1093.00,1539.00,36.77,0.033,-26.00,26.00,304,135.00,40.82200333,-73.98199333,15,4,23,31,21.00,66890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7280,-41
157.60,-1.003906,0.00,12419.00,NA,1089.00,1535.00,36.77,0.033,-26.00,26.00,304,135.00,40.82201000,-73.98200500,15,4,23,31,21.20,66905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7284,-40
158.00,-0.972656,0.00,12419.00,NA,1078.00,1524.00,36.77,0.033,-26.00,26.00,304,135.00,40.82202500,-73.98203500,15,4,23,31,21.60,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7292,-41
158.20,-1.003906,0.00,12419.00,NA,1073.00,1519.00,36.77,0.033,-26.00,26.00,304,135.00,40.82203333,-73.98205167,14,4,23,31,21.80,66965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7297,-41
158.45,-1.003906,0.00,12419.00,NA,1067.00,1513.00,36.77,0.033,-26.00,26.00,304,135.00,40.82204333,-73.98207000,14,4,23,31,22.00,66990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7301,-41
158.65,-1.003906,0.00,12419.00,NA,1061.00,1507.00,36.77,0.033,-26.00,26.00,304,135.00,40.82205167,-73.98208667,15,4,23,31,22.20,67010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7305,-41
159.05,-0.988281,0.00,12419.00,NA,1051.00,1497.00,36.77,0.033,-26.00,26.00,304,135.00,40.82206667,-73.98211833,16,4,23,31,22.60,67050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7314,-41
159.25,-1.019531,0.00,12419.00,NA,1046.00,1492.00,36.77,0.033,-26.00,26.00,304,135.00,40.82207500,-73.98213333,15,4,23,31,22.80,67070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7318,-41
159.40,-0.988281,0.00,12419.00,NA,1042.00,1488.00,36.77,0.033,-26.00,26.00,304,135.00,40.82208167,-73.98214500,11,4,23,31,23.00,67085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7321,-41
159.60,-1.003906,0.00,12419.00,NA,1037.00,1483.00,36.77,0.033,-26.00,26.00,304,135.00,40.82208833,-73.98216000,13,4,23,31,23.20,67105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7325,-41
160.00,-0.988281,0.00,12419.00,NA,1026.00,1472.00,36.77,0.033,-26.00,26.00,304,135.00,40.82210500,-73.98219167,13,4,23,31,23.60,67145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7334,-41
160.20,-0.988281,0.00,12419.00,NA,1021.00,1467.00,36.77,0.033,-26.00,26.00,304,135.00,40.82211333,-73.98220667,13,4,23,31,23.80,67165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7338,-41
160.40,-0.988281,0.00,12419.00,NA,1016.00,1462.00,36.77,0.033,-26.00,26.00,304,135.00,40.82212167,-73.98222333,13,4,23,31,24.00,67185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7342,-41
