Format:,1.0,,Num Col:,36,,Alt units:,feet,,Vel units:,feet/sec,,Acc units:,G's,,Dist units:,feet,,,,,,,,,,,,,,,,,,,
Launch Date:,,"Mon Apr 20 2026",,,,,,,Device Type:,,Receiver,,,,,,,Booster Burnout:,,4.63,sec,,Apogee:,,27.2,sec,,,,,,,,,
Flyer's name:,,"",,,,,,,Serial Number:,,Mx220D0633,,,,,,,Stage-2 Ignition:,,NA,sec,,Apogee Deploy:,,27.2,sec,,,,,,,,,
Rocket name:,,"A",,,,,,,Firmware:,,7.10.0.24,,,,,,,Stage-2 Burnout:,,NA,sec,,Main Deploy:,,123.4,sec,,,,,,,,,
Motor:,,"",,,,,,,Gyro Data Available:,,No,,,,,,,Stage-3 Ignition:,,NA,sec,,Touch Down:,,200.0,sec,,,,,,,,,
Launch site:,,"",,,,,,,,,,,,,,,,Stage-3 Burnout:,,NA,sec,,User Defined:,,NA,sec,,,,,,,,,
Comment:,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight,Acc,Acc,Acc,Baro,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,Pyro,Pyro,Pyro,Gyro,Roll,Pitch,Yaw,Roll,Roll,Quat,Quat,Quat,Quat,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,External,External,Real Time,tilt,rate,rate,rate,angle,angle_UW,W,X,Y,Z,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,Input-1,Input-2,Status Bits,degress,deg/sec,deg/sec,deg/sec,degrees,degress,unitless,unitless,unitless,unitless,feet,dBm
160.60,-1.003906,0.00,12419.00,NA,1011.00,1457.00,36.77,0.033,-26.00,26.00,304,135.00,40.82212833,-73.98223833,12,4,23,31,24.20,67205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7346,-41
161.00,-0.988281,0.00,12419.00,NA,1000.00,1446.00,36.77,0.033,-26.00,26.00,304,135.00,40.82214500,-73.98227000,14,4,23,31,24.60,67245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7355,-41
161.20,-1.003906,0.00,12419.00,NA,995.00,1441.00,36.77,0.033,-26.00,26.00,304,135.00,40.82215333,-73.98228500,14,4,23,31,24.80,67265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7359,-41
161.40,-1.003906,0.00,12419.00,NA,990.00,1436.00,36.77,0.033,-26.00,26.00,304,135.00,40.82216000,-73.98230167,14,4,23,31,25.00,67285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7363,-41
161.60,-0.972656,0.00,12419.00,NA,985.00,1431.00,36.77,0.033,-26.00,26.00,304,135.00,40.82216833,-73.98231667,14,4,23,31,25.20,67305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7368,-41
162.00,-0.972656,0.00,12419.00,NA,974.00,1420.00,36.77,0.033,-26.00,26.00,304,135.00,40.82218500,-73.98234833,14,4,23,31,25.60,67345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7377,-41
162.20,-1.003906,0.00,12419.00,NA,969.00,1415.00,36.77,0.033,-26.00,26.00,304,135.00,40.82219333,-73.98236333,14,4,23,31,25.80,67365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7381,-41
162.40,-0.988281,0.00,12419.00,NA,964.00,1410.00,36.77,0.033,-26.00,26.00,304,135.00,40.82220000,-73.98238000,13,4,23,31,26.00,67385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7386,-41
162.60,-1.003906,0.00,12419.00,NA,959.00,1405.00,36.77,0.033,-26.00,26.00,304,135.00,40.82220833,-73.98239500,14,4,23,31,26.20,67405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7390,-41
163.00,-0.988281,0.00,12419.00,NA,948.00,1394.00,36.77,0.033,-26.00,26.00,304,135.00,40.82222500,-73.98242667,15,4,23,31,26.60,67445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7399,-41
163.20,-1.003906,0.00,12419.00,NA,943.00,1389.00,36.77,0.033,-26.00,26.00,304,135.00,40.82223167,-73.98244167,15,4,23,31,26.80,67465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7403,-41
163.40,-1.003906,0.00,12419.00,NA,938.00,1384.00,36.77,0.033,-26.00,26.00,304,135.00,40.82224000,-73.98245667,15,4,23,31,27.00,67485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7408,-41
163.60,-1.003906,0.00,12419.00,NA,933.00,1379.00,36.77,0.033,-26.00,26.00,304,135.00,40.82224833,-73.98247333,15,4,23,31,27.20,67505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7412,-41
164.05,-0.988281,0.00,12419.00,NA,921.00,1367.00,36.77,0.033,-26.00,26.00,304,135.00,40.82226667,-73.98250833,14,4,23,31,27.60,67550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7422,-41
164.25,-1.003906,0.00,12419.00,NA,916.00,1362.00,36.77,0.033,-26.00,26.00,304,135.00,40.82227500,-73.98252333,15,4,23,31,27.80,67570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7427,-41
164.45,-1.003906,0.00,12419.00,NA,911.00,1357.00,36.77,0.033,-26.00,26.00,304,135.00,40.82228167,-73.98254000,15,4,23,31,28.00,67590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7431,-41
164.60,-0.988281,0.00,12419.00,NA,907.00,1353.00,36.77,0.033,-26.00,26.00,304,135.00,40.82228833,-73.98255167,13,4,23,31,28.20,67605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7435,-41
165.00,-1.003906,0.00,12419.00,NA,896.00,1342.00,36.77,0.033,-26.00,26.00,304,135.00,40.82230333,-73.98258167,15,4,23,31,28.60,67645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7443,-41
165.20,-1.003906,0.00,12419.00,NA,891.00,1337.00,36.77,0.033,-26.00,26.00,304,135.00,40.82231167,-73.98259833,15,4,23,31,28.80,67665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7448,-41
165.45,-0.988281,0.00,12419.00,NA,885.00,1331.00,36.77,0.033,-26.00,26.00,304,135.00,40.82232167,-73.98261833,14,4,23,31,29.00,67690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7454,-41
165.65,-0.972656,0.00,12419.00,NA,879.00,1325.00,36.77,0.033,-26.00,26.00,304,135.00,40.82233000,-73.98263333,15,4,23,31,29.20,67710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7458,-41
166.00,-0.957031,0.00,12419.00,NA,870.00,1316.00,36.77,0.033,-26.00,26.00,304,135.00,40.82234333,-73.98266000,14,4,23,31,29.60,67745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7466,-41
166.20,-1.019531,0.00,12419.00,NA,865.00,1311.00,36.77,0.033,-26.00,26.00,304,135.00,40.82235167,-73.98267667,14,4,23,31,29.80,67765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7471,-41
166.40,-1.019531,0.00,12419.00,NA,860.00,1306.00,36.77,0.033,-26.00,26.00,304,135.00,40.82236000,-73.98269167,13,4,23,31,30.00,67785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7475,-41
166.60,-1.003906,0.00,12419.00,NA,855.00,1301.00,36.77,0.033,-26.00,26.00,304,135.00,40.82236833,-73.98270667,12,4,23,31,30.20,67805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7480,-41
167.00,-0.988281,0.00,12419.00,NA,844.00,1290.00,36.77,0.033,-26.00,26.00,304,135.00,40.82238333,-73.98273833,13,4,23,31,30.60,67845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7489,-41
167.20,-1.003906,0.00,12419.00,NA,839.00,1285.00,36.77,0.033,-26.00,26.00,304,135.00,40.82239167,-73.98275500,11,4,23,31,30.80,67865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7494,-41
167.40,-0.957031,0.00,12419.00,NA,834.00,1280.00,36.77,0.033,-26.00,26.00,304,135.00,40.82240000,-73.98277000,11,4,23,31,31.00,67885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7498,-41
167.65,-0.988281,0.00,12419.00,NA,827.00,1273.00,36.77,0.033,-26.00,26.00,304,135.00,40.82241000,-73.98279000,13,4,23,31,31.20,67910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504,-41
168.00,-1.003906,0.00,12419.00,NA,818.00,1264.00,36.77,0.033,-26.00,26.00,304,135.00,40.82242333,-73.98281667,12,4,23,31,31.60,67945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7512,-40
168.20,-0.988281,0.00,12419.00,NA,813.00,1259.00,36.77,0.033,-26.00,26.00,304,135.00,40.82243167,-73.98283167,12,4,23,31,31.80,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7516,-40
168.40,-0.988281,0.00,12419.00,NA,808.00,1254.00,36.77,0.033,-26.00,26.00,304,135.00,40.82244000,-73.98284833,10,4,23,31,32.00,67985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7521,-41
168.55,-0.988281,0.00,12419.00,NA,804.00,1250.00,36.77,0.033,-26.00,26.00,304,135.00,40.82244500,-73.98286000,11,4,23,31,32.20,68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7524,-41
169.00,-0.988281,0.00,12419.00,NA,792.00,1238.00,36.77,0.033,-26.00,26.00,304,135.00,40.82246333,-73.98289500,12,4,23,31,32.60,68045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7535,-41
169.20,-0.988281,0.00,12419.00,NA,787.00,1233.00,36.77,0.033,-26.00,26.00,304,135.00,40.82247167,-73.98291000,12,4,23,31,32.80,68065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7539,-41
169.40,-1.003906,0.00,12419.00,NA,782.00,1228.00,36.77,0.033,-26.00,26.00,304,135.00,40.82248000,-73.98292667,12,4,23,31,33.00,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7544,-41
169.60,-0.988281,0.00,12419.00,NA,777.00,1223.00,36.77,0.033,-26.00,26.00,304,135.00,40.82248667,-73.98294167,12,4,23,31,33.20,68105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7548,-41
169.95,-0.988281,0.00,12419.00,NA,768.00,1214.00,36.77,0.033,-26.00,26.00,304,135.00,40.82250167,-73.98296833,12,4,23,31,33.60,68140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7557,-41
170.20,-0.988281,0.00,12419.00,NA,761.00,1207.00,36.77,0.033,-26.00,26.00,304,135.00,40.82251167,-73.98298833,12,4,23,31,33.80,68165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7562,-41
170.40,-1.003906,0.00,12419.00,NA,756.00,1202.00,36.77,0.033,-26.00,26.00,304,135.00,40.82251833,-73.98300500,12,4,23,31,34.00,68185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7567,-41
170.60,-1.003906,0.00,12419.00,NA,751.00,1197.00,36.77,0.033,-26.00,26.00,304,135.00,40.82252667,-73.98302000,11,4,23,31,34.20,68205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7572,-41
171.00,-0.988281,0.00,12419.00,NA,740.00,1186.00,36.77,0.033,-26.00,26.00,304,135.00,40.82254333,-73.98305167,12,4,23,31,34.60,68245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7581,-41
171.20,-0.988281,0.00,12419.00,NA,735.00,1181.00,36.77,0.033,-26.00,26.00,304,135.00,40.82255167,-73.98306667,12,4,23,31,34.80,68265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7586,-41
171.35,-1.003906,0.00,12419.00,NA,731.00,1177.00,36.77,0.033,-26.00,26.00,304,135.00,40.82255667,-73.98307833,7,4,23,31,35.00,68280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7589,-41
171.60,-0.972656,0.00,12419.00,NA,725.00,1171.00,36.77,0.033,-26.00,26.00,304,135.00,40.82256667,-73.98309833,11,4,23,31,35.20,68305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7595,-41
171.95,-0.988281,0.00,12419.00,NA,716.00,1162.00,36.77,0.033,-26.00,26.00,304,135.00,40.82258000,-73.98312500,10,4,23,31,35.60,68340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7603,-41
172.20,-1.003906,0.00,12419.00,NA,709.00,1155.00,36.77,0.033,-26.00,26.00,304,135.00,40.82259000,-73.98314500,10,4,23,31,35.80,68365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7609,-41
172.40,-0.972656,0.00,12419.00,NA,704.00,1150.00,36.77,0.033,-26.00,26.00,304,135.00,40.82259833,-73.98316000,11,4,23,31,36.00,68385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7613,-41
172.55,-1.003906,0.00,12419.00,NA,700.00,1146.00,36.77,0.033,-26.00,26.00,304,135.00,40.82260500,-73.98317167,11,4,23,31,36.20,68400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7617,-40
173.00,-1.003906,0.00,12419.00,NA,688.00,1134.00,36.77,0.033,-26.00,26.00,304,135.00,40.82262167,-73.98320667,11,4,23,31,36.60,68445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7627,-41
173.20,-1.019531,0.00,12419.00,NA,683.00,1129.00,36.77,0.033,-26.00,26.00,304,135.00,40.82263000,-73.98322333,11,4,23,31,36.80,68465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7632,-41
173.40,-0.988281,0.00,12419.00,NA,678.00,1124.00,36.77,0.033,-26.00,26.00,304,135.00,40.82263833,-73.98323833,11,4,23,31,37.00,68485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7637,-41
173.60,-0.988281,0.00,12419.00,NA,673.00,1119.00,36.77,0.033,-26.00,26.00,304,135.00,40.82264667,-73.98325500,11,4,23,31,37.20,68505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7623,-41
174.00,-0.988281,0.00,12419.00,NA,662.00,1108.00,36.77,0.033,-26.00,26.00,304,135.00,40.82266167,-73.98328500,11,4,23,31,37.60,68545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7631,-41
174.15,-1.019531,0.00,12419.00,NA,658.00,1104.00,36.77,0.033,-26.00,26.00,304,135.00,40.82266833,-73.98329667,11,4,23,31,37.80,68560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7635,-41
174.35,-0.988281,0.00,12419.00,NA,653.00,1099.00,36.77,0.033,-26.00,26.00,304,135.00,40.82267667,-73.98331333,10,4,23,31,38.00,68580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7640,-41
174.55,-1.019531,0.00,12419.00,NA,648.00,1094.00,36.77,0.033,-26.00,26.00,304,135.00,40.82268500,-73.98332833,11,4,23,31,38.20,68600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7644,-41
175.00,-0.988281,0.00,12419.00,NA,636.00,1082.00,36.77,0.033,-26.00,26.00,304,135.00,40.82270167,-73.98336333,11,4,23,31,38.60,68645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7655,-41
175.15,-0.988281,0.00,12419.00,NA,632.00,1078.00,36.77,0.033,-26.00,26.00,304,135.00,40.82270833,-73.98337500,11,4,23,31,38.80,68660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7658,-41
175.40,-1.003906,0.00,12419.00,NA,626.00,1072.00,36.77,0.033,-26.00,26.00,304,135.00,40.82271833,-73.98339500,11,4,23,31,39.00,68685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7664,-41
175.60,-0.988281,0.00,12419.00,NA,621.00,1067.00,36.77,0.033,-26.00,26.00,304,135.00,40.82272667,-73.98341000,12,4,23,31,39.20,68705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7668,-41
176.00,-0.972656,0.00,12419.00,NA,610.00,1056.00,36.77,0.033,-26.00,26.00,304,135.00,40.82274167,-73.98344167,12,4,23,31,39.60,68745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7678,-41
176.20,-1.003906,0.00,12419.00,NA,605.00,1051.00,36.77,0.033,-26.00,26.00,304,135.00,40.82275000,-73.98345667,12,4,23,31,39.80,68765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7682,-41
176.35,-0.988281,0.00,12419.00,NA,601.00,1047.00,36.77,0.033,-26.00,26.00,304,135.00,40.82275667,-73.98346833,12,4,23,31,40.00,68780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7685,-41
176.60,-1.019531,0.00,12419.00,NA,595.00,1041.00,36.77,0.033,-26.00,26.00,304,135.00,40.82276500,-73.98348833,13,4,23,31,40.20,68805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7691,-41
176.95,-0.988281,0.00,12419.00,NA,586.00,1032.00,36.77,0.033,-26.00,26.00,304,135.00,40.82278000,-73.98351667,13,4,23,31,40.60,68840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7699,-41
177.20,-0.988281,0.00,12419.00,NA,579.00,1025.00,36.77,0.033,-26.00,26.00,304,135.00,40.82279000,-73.98353500,13,4,23,31,40.80,68865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7705,-41
177.40,-1.003906,0.00,12419.00,NA,574.00,1020.00,36.77,0.033,-26.00,26.00,304,135.00,40.82279833,-73.98355167,12,4,23,31,41.00,68885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7709,-41
177.60,-1.003906,0.00,12419.00,NA,569.00,1015.00,36.77,0.033,-26.00,26.00,304,135.00,40.82280500,-73.98356667,13,4,23,31,41.20,68905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7713,-41
178.00,-1.003906,0.00,12419.00,NA,558.00,1004.00,36.77,0.033,-26.00,26.00,304,135.00,40.82282167,-73.98359833,14,4,23,31,41.60,68945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7723,-41
178.20,-0.988281,0.00,12419.00,NA,553.00,999.00,36.77,0.033,-26.00,26.00,304,135.00,40.82283000,-73.98361333,14,4,23,31,41.80,68965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7728,-41
178.40,-0.988281,0.00,12419.00,NA,548.00,994.00,36.77,0.033,-26.00,26.00,304,135.00,40.82283667,-73.98362833,14,4,23,31,42.00,68985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7731,-41
178.60,-0.988281,0.00,12419.00,NA,543.00,989.00,36.77,0.033,-26.00,26.00,304,135.00,40.82284500,-73.98364500,14,4,23,31,42.20,69005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7736,-41
179.00,-0.988281,0.00,12419.00,NA,532.00,978.00,36.77,0.033,-26.00,26.00,304,135.00,40.82286167,-73.98367667,14,4,23,31,42.60,69045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7746,-41
179.20,-0.988281,0.00,12419.00,NA,527.00,973.00,36.77,0.033,-26.00,26.00,304,135.00,40.82287000,-73.98369167,14,4,23,31,42.80,69065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7751,-41
179.40,-0.988281,0.00,12419.00,NA,522.00,968.00,36.77,0.033,-26.00,26.00,304,135.00,40.82287667,-73.98370667,14,4,23,31,43.00,69085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7754,-40
179.60,-1.003906,0.00,12419.00,NA,517.00,963.00,36.77,0.033,-26.00,26.00,304,135.00,40.82288500,-73.98372333,13,4,23,31,43.20,69105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7759,-41
180.00,-1.003906,0.00,12419.00,NA,506.00,952.00,36.77,0.033,-26.00,26.00,304,135.00,40.82290167,-73.98375333,15,4,23,31,43.60,69145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7768,-41
180.20,-1.003906,0.00,12419.00,NA,501.00,947.00,36.77,0.033,-26.00,26.00,304,135.00,40.82290833,-73.98377000,14,4,23,31,43.80,69165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7773,-41
180.40,-1.019531,0.00,12419.00,NA,496.00,942.00,36.77,0.033,-26.00,26.00,304,135.00,40.82291667,-73.98378500,12,4,23,31,44.00,69185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7778,-41
180.60,-1.003906,0.00,12419.00,NA,491.00,937.00,36.77,0.033,-26.00,26.00,304,135.00,40.82292500,-73.98380167,14,4,23,31,44.20,69205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7783,-41
181.00,-0.988281,0.00,12419.00,NA,480.00,926.00,36.77,0.033,-26.00,26.00,304,135.00,40.82294167,-73.98383167,14,4,23,31,44.60,69245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7793,-41
181.20,-0.988281,0.00,12419.00,NA,475.00,921.00,36.77,0.033,-26.00,26.00,304,135.00,40.82294833,-73.98384833,14,4,23,31,44.80,69265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7797,-41
181.40,-1.003906,0.00,12419.00,NA,470.00,916.00,36.77,0.033,-26.00,26.00,304,135.00,40.82295667,-73.98386333,14,4,23,31,45.00,69285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7802,-41
181.60,-1.003906,0.00,12419.00,NA,465.00,911.00,36.77,0.033,-26.00,26.00,304,135.00,40.82296500,-73.98387833,14,4,23,31,45.20,69305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7807,-41
182.00,-0.988281,0.00,12419.00,NA,454.00,900.00,36.77,0.033,-26.00,26.00,304,135.00,40.82298000,-73.98391000,14,4,23,31,45.60,69345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7817,-41
182.20,-0.957031,0.00,12419.00,NA,449.00,895.00,36.77,0.033,-26.00,26.00,304,135.00,40.82298833,-73.98392667,14,4,23,31,45.80,69365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7822,-41
182.40,-1.003906,0.00,12419.00,NA,444.00,890.00,36.77,0.033,-26.00,26.00,304,135.00,40.82299667,-73.98394167,14,4,23,31,46.00,69385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7827,-41
182.60,-1.003906,0.00,12419.00,NA,439.00,885.00,36.77,0.033,-26.00,26.00,304,135.00,40.82300500,-73.98395667,12,4,23,31,46.20,69405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7831,-41
183.00,-0.988281,0.00,12419.00,NA,428.00,874.00,36.77,0.033,-26.00,26.00,304,135.00,40.82302000,-73.98398833,13,4,23,31,46.60,69445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7841,-41
183.20,-1.003906,0.00,12419.00,NA,423.00,869.00,36.77,0.033,-26.00,26.00,304,135.00,40.82302833,-73.98400333,14,4,23,31,46.80,69465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7846,-41
183.40,-1.003906,0.00,12419.00,NA,418.00,864.00,36.77,0.033,-26.00,26.00,304,135.00,40.82303667,-73.98402000,13,6,23,31,47.00,69485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7851,-41
183.60,-0.988281,0.00,12419.00,NA,413.00,859.00,36.77,0.033,-26.00,26.00,304,135.00,40.82304500,-73.98403500,14,4,23,31,47.20,69505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7856,-41
184.00,-1.003906,0.00,12419.00,NA,402.00,848.00,36.77,0.033,-26.00,26.00,304,135.00,40.82306000,-73.98406667,15,4,23,31,47.60,69545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7866,-41
184.20,-1.003906,0.00,12419.00,NA,397.00,843.00,36.77,0.033,-26.00,26.00,304,135.00,40.82306833,-73.98408167,14,4,23,31,47.80,69565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7870,-41
184.40,-0.988281,0.00,12419.00,NA,392.00,838.00,36.77,0.033,-26.00,26.00,304,135.00,40.82307667,-73.98409833,14,4,23,31,48.00,69585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7876,-41
184.60,-0.988281,0.00,12419.00,NA,387.00,833.00,36.77,0.033,-26.00,26.00,304,135.00,40.82308500,-73.98411333,14,4,23,31,48.20,69605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7881,-41
185.00,-1.003906,0.00,12419.00,NA,376.00,822.00,36.77,0.033,-26.00,26.00,304,135.00,40.82310000,-73.98414500,13,4,23,31,48.60,69645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7890,-41
185.20,-0.972656,0.00,12419.00,NA,371.00,817.00,36.77,0.033,-26.00,26.00,304,135.00,40.82310833,-73.98416000,14,4,23,31,48.80,69665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7895,-41
185.40,-1.003906,0.00,12419.00,NA,366.00,812.00,36.77,0.033,-26.00,26.00,304,135.00,40.82311667,-73.98417667,14,4,23,31,49.00,69685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7900,-41
185.55,-0.988281,0.00,12419.00,NA,362.00,808.00,36.77,0.033,-26.00,26.00,304,135.00,40.82312167,-73.98418833,14,4,23,31,49.20,69700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7904,-41
186.00,-1.003906,0.00,12419.00,NA,350.00,796.00,36.77,0.033,-26.00,26.00,304,135.00,40.82314000,-73.98422333,14,4,23,31,49.60,69745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7915,-41
